"","Compton,Alyssa - ENGL-1302-19: RHETORIC AND COMPOSITIONII",,14,,4,,"efined/exbjecti2v9e%s",,"lainedxpectat4i",,"ns4.67",,5,,4.67,,4.67,
"","Compton,Alyssa - ENGL-1302-900: RHETORIC ANDCOMPOSITION II",,5,,1,,Instru2c0to%r,,prepared5,,"or4",,4,,4,,4,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Cong,Zhen - SOCW-5313-12: RESEARCH AND EVALUATION II",,30,,10,,33%,,4.6,,4.7,,4.22,,4.22,,4.8,
"","Cong,Zhen - SOCW-5313-21: RESEARCH AND EVALUATION II",,33,,11,,33%,,4.55,,4.64,,4.64,,4.45,,4.55,
"","Cong,Zhen - SOCW-5313-23: RESEARCH AND EVALUATION II",,15,,11,,73%,,3.91,,4.36,,3.64,,4.36,,4.55,
"","Cong,Zhen - SOCW-5313-24: RESEARCH AND EVALUATION II",,12,,5,,42%,,4.2,,3.8,,3.6,,3.8,,4,
"","Conly,Christopher - CSE-4316-10: COMPUTER SYSTEM DSGNPROJ I",,30,,5,,17%,,4,,4,,4,,4.2,,4,
"","Conly,Christopher - CSE-4316-3: COMPUTER SYSTEM DSGN PROJI",,31,,8,,26%,,4.63,,4.38,,4.63,,4.5,,4.38,
"","Conly,Christopher - CSE-4316-4: COMPUTER SYSTEM DSGN PROJI",,31,,6,,19%,,4.5,,4.33,,4.5,,4.67,,4.5,
"","Conly,Christopher - CSE-4316-9: COMPUTER SYSTEM DSGN PROJI",,30,,8,,27%,,4.5,,4.5,,4.63,,4.5,,4.25,
"","Conly,Christopher - CSE-4317-1: COMPUTER SYS DESIGNPROJECT II",,25,,6,,"nrollment24%",,"Count2.83",,2.5,,2.67,,3.33,,3,
"","Conly,Christopher - CSE-4317-2: COMPUTER SYS DESIGNPROJECT II",,25,,6,,"esponde24%",,"Count2.8",,3,,2.6,,2.6,,3.2,
"","Conly,Christopher - CSE-4317-3: COMPUTER SYS DESIGNPROJECT II",,25,,6,,24%,,4,,3.33,,3.17,,4,,3.67,
"","Conly,Christopher - CSE-4317-4: COMPUTER SYS DESIGNPROJECT II",,25,,4,,16%,,3.75,,3.25,,3,,4,,3.75,
"","Connolly,John - SOCW-6367-1: SEM IN ADV STAT APPLICATIONS",,8,,7,,"Instructorefined8/8e%x",,"clearlylaine4d. 57",,4.57,,4.71,,4.71,,5,
"","Conrad,Paul - HIST-1331-1: AMERICAN TECH & SCI I",,10,,2,,bjecti2v0e%s,,xpectat5i,,"ns5",,5,,4.5,,5,
"","Conrad,Paul - HIST-1331-901: AMERICAN TECH & SCI I",,35,,21,,60%,,4.67,,4.76,,4.76,,4.29,,4.43,
"","Conrad,Paul - HIST-3320-1: AMERICAN INDIAN HISTORY",,25,,8,,32%,,4.75,,4.5,,4.5,,4.63,,4.75,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Constantine,Candida - NURS-4350-608: BSN CAPSTONE",,8,,6,,75%,,5,,5,,5,,5,,5,
"","Constantine,Candida - NURS-5342-400: MNGMNT OF NURSINGOPERATIONS",,41,,29,,71%,,4.62,,4.48,,4.46,,4.52,,4.52,
"","Constantine,Candida - NURS-5342-401: MNGMNT OF NURSINGOPERATIONS",,37,,24,,65%,,4.75,,4.67,,4.67,,4.75,,4.58,
"","Constantine,Candida - NURS-5343-400: LEADERSHIP & HEALTHCARE SYS",,53,,49,,92%,,4.52,,4.49,,4.48,,4.37,,4.37,
"","Constantine,Candida - NURS-6320-406: LEADERSHIP IN HEALTHCARE",,8,,3,,38%,,4.33,,4.33,,4.67,,4.33,,4.67,
"","Constantine,Candida - NURS-6320-409: LEADERSHIP IN HEALTHCARE",,10,,8,,80%,,3.88,,4.25,,4,,4.25,,4.38,
"","Constantine,Candida - NURSC-5342-401: MNGMNT OF NURSINGOPERATIONS",,1,,1,,nroll1m0e0n%t,,"Count2",,3,,2,,5,,3,
"","Constantine,Candida - NURSC-5343-400: LEADERSHIP & HEALTHCARE SYS",,2,,2,,100%,,4.5,,4,,4,,3.5,,4,
"","Constantine,Candida - NURSG-5342-400: MNGMNT OF NURSINGOPERATIONS",,4,,2,,50%,,5,,5,,5,,5,,5,
"","Constantine,Candida - NURSG-5342-401: MNGMNT OF NURSINGOPERATIONS",,4,,1,,espon2s5e%,,"ate5",,5,,5,,5,,5,
"","Constantine,Candida - NURSG-5343-400: LEADERSHIP & HEALTHCARE SYS",,7,,7,,Instr1u0c0to%r,,clearl4y. 71,,4.43,,4.57,,4.14,,4.29,
"","Conway,Christopher - MAS-3312-1: LATIN AMCULTURE/CIVILIZATION",,2,,2,,"efined/exbjec1ti0v0e%s",,"lainedxpecta4t.5i",,"ns5",,4.5,,5,,4.5,
"","Conway,Christopher - SPAN-3312-1: LATIN AMCULTURE/CIVILIZATION",,22,,11,,Instru5c0to%r,,prepa4r.e6d4,,"or4.73",,4.55,,4.64,,4.82,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Conway,Christopher - SPAN-3312-3: LATIN AMCULTURE/CIVILIZATION",,23,,11,,48%,,4.64,,4.82,,4.91,,4.82,,4.91,
"","Conway,Christopher - SPAN-3314-1: ADVANCED SPANISHGRAMMAR",,23,,13,,57%,,4.92,,4.85,,4.92,,4.92,,5,
"","Cook,Gregory - ART-3356-1: WEB TYPOGRAPHY",,18,,3,,17%,,2.67,,2.67,,3.67,,4,,4,
"","Cook,Gregory - ART-3356-2: WEB TYPOGRAPHY",,18,,5,,28%,,3.6,,2.4,,3,,4,,3.2,
"","Cook,Gregory - ART-4392-3: SPECIAL STUDIES",,16,,8,,50%,,4,,3.38,,4,,4.38,,3.75,
"","Cope,Kristine - NURS-6324-401: CLINICAL INFORMATIONSYSTEMS",,8,,4,,50%,,5,,5,,5,,4.75,,4.75,
"","Cope,Kristine - NURS-6324-404: CLINICAL INFORMATIONSYSTEMS",,6,,2,,33%,,4.5,,4.5,,4.5,,4.5,,4.5,
"","Cope,Kristine - NURS-6324-405: CLINICAL INFORMATIONSYSTEMS",,6,,2,,nrollm3e3n%t,,"Count4",,4,,4,,4,,4,
"","Corder,Catherine - DS-3327-1: CYBORGS AND PROSTHETICS",,2,,1,,50%,,5,,4,,5,,4,,4,
"","Corder,Catherine - ENGL-4301-1: HIST ENGL LANG",,17,,9,,53%,,4.78,,4.89,,4.44,,4.78,,4.89,
"","Corder,Catherine - HIST-4327-1: CYBORGS AND PROSTHETICS",,21,,6,,29%,,4.67,,4.5,,4.83,,4,,4.33,
"","Corley,Herbert - IE-4315-1: OPERATIONS RESEARCH II",,31,,29,,94%,,3.76,,3.79,,3.72,,3.79,,4.17,
"","Corley,Herbert - IE-5301-4: INTRO TO OPERATIONS RESEARCH",,7,,7,,espo1n0s0e%,,"ate3.43",,3.57,,3.43,,3.71,,4.43,
"","Cornelius,Samantha - ANTH-3390-2: SPECIAL TOPICS INANTHROPOLOGY",,6,,1,,Instru1c7to%r,,"clearly4",,3,,4,,3,,4,
"","Cornelius,Samantha - COMM-4393-1: COMMUNICATION TOPICS",,10,,5,,"efined/exbjecti5v0e%s",,"lainedxpecta3t.6i",,"ns4",,3.6,,3.6,,4,
"","Cornelius,Samantha - COMM-4393-900: COMMUNICATIONTOPICS",,1,,1,,Instr1u0c0to%r,,prepared5,,"or5",,5,,5,,5,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Cornelius,Samantha - LING-2371-7: LANGUAGE INMULTICULTURAL USA",,26,,14,,54%,,4.38,,4.15,,4.08,,4,,4.62,
"","Cornelius,Sharel - CHEM-2285-2: QUANTITATIVE CHEMISTRY LAB",,18,,8,,44%,,4.13,,4.13,,4,,3.88,,3.88,
"","Coronado Salinas,Elsa - SPAN-2313-2: INTERMEDIATE SPANISH I",,1,,1,,100%,,4,,4,,4,,4,,4,
"","Coronado Salinas,Elsa - SPAN-2313-2: INTERMEDIATE SPANISH I",,11,,7,,64%,,3,,3.14,,2.86,,3.43,,3.14,
"","Coursey,David - PAPP-5302-500: URBAN RESEARCH ANDANALYSIS",,39,,37,,95%,,4.14,,4.22,,3.78,,4.46,,4.76,
"","Coursey,David - PAPP-5309-500: INTERGOVERNMENTALRELATIONS",,31,,14,,45%,,2.91,,2.91,,2.73,,4.14,,3.64,
"","Courtney,Maureen - NURS-6322-1: TRANSLATIONAL RESEARCH",,10,,8,,"nrollment80%",,"Count4.38",,4.38,,4.5,,4.38,,4.5,
"","Courtney,Maureen - NURS-6322-400: TRANSLATIONALRESEARCH",,10,,5,,"esponde50%",,"Count3",,3.4,,2.8,,3.6,,3.8,
"","Courtney,Maureen - NURS-6322-405: TRANSLATIONALRESEARCH",,5,,3,,60%,,4.5,,4,,3.5,,4.5,,4.5,
"","Covarrubias,Saul - MATH-1315-3: COLLEGE ALGEBRA ECON/BUSANLYS",,7,,2,,29%,,3,,2.5,,2,,3,,3.5,
"","Covarrubias,Saul - MATH-1315-3: COLLEGE ALGEBRA ECON/BUSANLYS",,62,,23,,"Instructorefined3/7e%x",,"clearlylaine3d. 83",,3.91,,3.83,,3.74,,3.96,
"","Crawford,Wayne - UNIV-BU-1131-1: STUDENT SUCCESS",,18,,5,,bjecti2v8e%s,,xpecta4t.6i,,"ns4.4",,4.4,,4,,4.4,
"","Crawford,Wayne - UNIV-BU-1131-4: STUDENT SUCCESS",,28,,7,,25%,,4.29,,4.43,,4.43,,4.43,,4.29,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Crews,Kristina - NURS-5338-484: FAMILY CLINICAL PRACTICE 2",,10,,3,,30%,,5,,4,,3.67,,4.33,,3.67,
"","Crosby,Ernest - AREN-4352-1: PROFESSIONAL PRACTICE",,14,,12,,86%,,4,,4.42,,4.08,,3.5,,4.42,
"","Crosby,Ernest - AREN-4352-101: PROFESSIONAL PRACTICE",,1,,1,,100%,,4,,4,,4,,4,,4,
"","Crosby,Ernest - AREN-4352-11: PROFESSIONAL PRACTICE",,14,,12,,86%,,3.8,,3.9,,3.9,,3.6,,3.8,
"","Crosby,Ernest - CE-4352-1: PROFESSIONAL PRACTICE",,36,,26,,72%,,4.08,,4.35,,4.46,,4.08,,4.31,
"","Crosby,Ernest - CE-4352-101: PROFESSIONAL PRACTICE",,16,,12,,75%,,4.25,,4.42,,4,,4.17,,4.5,
"","Crosby,Ernest - CE-4352-11: PROFESSIONAL PRACTICE",,36,,18,,50%,,3.88,,4.06,,3.94,,3.76,,4.06,
"","Crosby,Ernest - CE-4352-12: PROFESSIONAL PRACTICE",,16,,6,,38%,,3.83,,4.33,,4,,4,,4.33,
"","Cross,Ronald - CSE-2315-2: DISCRETE STRUCTURES",,49,,17,,35%,,4.24,,4.24,,4.12,,4.35,,4,
"","Cross,Ronald - CSE-2315-5: DISCRETE STRUCTURES",,51,,16,,31%,,4,,4.27,,4.07,,4.33,,4.13,
"","Cross,Ronald - CSE-2440-1: CIRCUITS AND SIGNALS",,2,,1,,50%,,5,,5,,5,,5,,5,
"","Cross,Ronald - CSE-2440-1: CIRCUITS AND SIGNALS",,34,,13,,nrollm3e8n%t,,Coun4t .23,,4.31,,4,,4.46,,4.31,
"","Cross,Ronald - CSE-2440-2: CIRCUITS AND SIGNALS",,2,,1,,50%,,5,,5,,5,,5,,5,
"","Cross,Ronald - CSE-2440-2: CIRCUITS AND SIGNALS",,15,,6,,40%,,4.5,,4.33,,4,,4.5,,4.33,
"","Cross,Ronald - CSE-2440-3: CIRCUITS AND SIGNALS",,19,,6,,32%,,4.4,,4.4,,4.4,,4.4,,4.2,
"","Cross,Ronald - CSE-4314-2: PROFESSIONAL PRACTICES",,34,,13,,38%,,4.31,,4.77,,4.38,,4.54,,4.31,
"","Cross,Ronald - CSE-4314-3: PROFESSIONAL PRACTICES",,45,,12,,27%,,4.92,,4.83,,4.75,,4.58,,4.58,
"","Cross,Ronald - CSE-4314-900: PROFESSIONAL PRACTICES",,4,,1,,25%,,4,,4,,3,,4,,4,
"","Crow,Rebecca - HEED-3305-2: WOMENS HEALTH ISSUES",,97,,32,,33%,,4.23,,4.48,,4.35,,4.19,,4.39,
"","Crow,Rebecca - HEED-3305-500: WOMENS HEALTH ISSUES",,82,,24,,Instru2c9to%r,,clearl4y. 71,,4.63,,4.67,,4.54,,4.5,
"","Crow,Rebecca - HEED-4320-2: HEALTHY AGING",,74,,22,,efined3/0e%x,,laine4d. 62,,4.52,,4.62,,4.57,,4.52,
"","Crow,Rebecca - KINE-3302-2: SPORT AND EXERCISEPSYCHOLOGY",,69,,13,,"bjectives19%",,"xpectati4.62",,"ns4.69",,4.62,,4.62,,4.46,
"","Crow,Rebecca - WOMS-3305-2: WOMENS HEALTH ISSUES",,20,,7,,35%,,4.43,,4.43,,4.14,,4.57,,4.43,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Crowder,Christian - ANTH-3308-1: FORENSIC ANTHROPOLOGY",,46,,16,,35%,,4.69,,4.63,,4.69,,4.69,,4.69,
"","Crowder,William - ECON-3303-7: MONEY & BANKING",,85,,45,,53%,,4.48,,4.05,,4,,4.18,,4.07,
"","Crowder,William - ECON-5341-1: ADV BUS & ECON DATAANALYTICS",,13,,8,,62%,,4.88,,4.88,,4.5,,4.25,,4.38,
"","Crowell,Joshua - CHEM-1442-1: GENERAL CHEMISTRY II",,17,,2,,12%,,3,,4,,2.5,,3,,2,
"","Crowell,Joshua - CHEM-1442-1: GENERAL CHEMISTRY II",,73,,24,,33%,,4.5,,4.5,,4.38,,4.08,,4.08,
"","Crowell,Joshua - CHEM-1442-2: GENERAL CHEMISTRY II",,19,,4,,21%,,5,,5,,5,,5,,5,
"","Crowell,Joshua - CHEM-1442-2: GENERAL CHEMISTRY II",,134,,43,,32%,,4.6,,4.56,,4.47,,4.33,,4.47,
"","Crowley,Margaret - THEA-1315-1: THEATRICAL MAKEUP",,8,,3,,38%,,4.67,,5,,4.67,,4.67,,5,
"","Crowley,Margaret - THEA-181-2: THEATRE PRACTICUM",,16,,7,,44%,,4.17,,4.17,,4.17,,4,,4,
"","Crowley,Margaret - THEA-181-3: THEATRE PRACTICUM",,13,,3,,23%,,4.33,,4.33,,4,,4,,4,
"","Crowley,Margaret - THEA-2306-1: COSTUME TECHNOLOGY",,10,,3,,nrollm3e0n%t,,"Count5",,5,,5,,5,,5,
"","Crutcher,Jhasmun - NURS-5120-407: ADULT-GERONTOLOGYASSESSMENT",,3,,1,,33%,,3,,3,,3,,5,,3,
"","Crutcher,Jhasmun - NURSG-5120-407: ADULT-GERONTOLOGYASSESSMENT",,4,,1,,25%,,4,,4,,5,,5,,5,
"","Crutchfield,Jandel - SOCW-4370-1: SOCIAL WORK IN THESCHOOLS",,15,,12,,espon8s0e%,,"ate4.75",,4.75,,4.83,,4.75,,4.83,
"","Crutchfield,Jandel - SOCW-5370-1: SOCIAL WORK IN SCHOOLS",,8,,6,,Instru7c5to%r,,"clearly5",,5,,5,,5,,5,
"","Cruz,Britni Cheyenne - MUSI-10-14: STUDIO CLASS",,18,,4,,efined2/2e%x,,laine4d. 75,,4.25,,4.5,,4.5,,4.25,
"","Cruz,Britni Cheyenne - MUSI-271-14: ELECTIVE PERFORMANCE /PRIVATE LESSONS",,22,,5,,"bjectives23%",,"xpectati5",,"ns5",,4.8,,4.8,,4.8,
"","Cruz,Katheryn - CHEM-1441-101: GENERAL CHEMISTRY I",,13,,5,,38%,,4.6,,4.8,,4,,4,,4,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Cruz,Katheryn - CHEM-1441-109: GENERAL CHEMISTRY I",,18,,5,,28%,,4.6,,4.8,,4.8,,4,,4.6,
"","Cruz,Katheryn - CHEM-1441-113: GENERAL CHEMISTRY I",,23,,18,,78%,,4.33,,4.28,,4.17,,4.06,,4.56,
"","Csallner,Christoph - CSE-3311-1: OBJECT-ORIENTED SOFTWAREENGRG",,50,,18,,36%,,4.11,,4.11,,4,,4.17,,4.33,
"","Csallner,Christoph - CSE-6324-1: ADV TOPS SOFTWAREENGINEERING",,13,,8,,62%,,3.86,,4.57,,3.57,,3.57,,4.29,
"","Csallner,Christoph - CSE-6324-900: ADV TOPS SOFTWAREENGINEERING",,2,,2,,100%,,4.5,,4.5,,4.5,,4.5,,4.5,
"","Cucalon,Carlos - CTEC-3350-1: WEB COMM DESIGNDEVELOPMENT 2",,12,,11,,92%,,4.64,,4.64,,4.55,,4.73,,4.91,
"","Cummins,Molly - COMS-1301-10: FUNDAMENTALS PUBLICSPEAKING",,26,,6,,23%,,5,,5,,5,,4.67,,4.83,
"","Cummins,Molly - COMS-1301-25: FUNDAMENTALS PUBLICSPEAKING",,26,,7,,"nrollment27%",,"Count5",,4.86,,5,,4.71,,5,
"","Cummins,Molly - COMS-3315-1: COMMUNICATION FOREDUCATORS",,12,,7,,"esponde58%",,"Count4.43",,5,,4.43,,5,,5,
"","Cunningham,Adelaine - NURS-5340-457: MANAGEMENTSEMINAR & PRACTICE",,9,,9,,100%,,5,,5,,5,,5,,5,
"","Cuntz,Manfred - BIOL-3316-1: ASTROBIOLOGY I",,38,,14,,37%,,4.86,,4.79,,4.86,,4.57,,4.86,
"","Cuntz,Manfred - PHYS-3316-1: ASTROBIOLOGY I",,20,,5,,25%,,4.4,,4,,4.2,,4,,4.8,
"","Cuntz,Manfred - UNIV-SC-1131-9: STUDENT SUCCESS",,13,,4,,Instru3c1to%r,,clearl4y. 25,,4.25,,4.25,,4,,4.5,
"","Curtis,Jennifer - ENGL-1301-: RHETORIC AND COMPOSITION I",,20,,8,,efined4/0e%x,,"lained3",,3.25,,3.13,,3,,3.63,
"","Curtis,Jennifer - ENGL-1301-: RHETORIC AND COMPOSITION I",,19,,8,,bjecti4v2e%s,,xpec4ta.3t8i,,"ns4.38",,4.13,,4.25,,4.38,
"","Curtis,Jennifer - ENGL-1302-13: RHETORIC AND COMPOSITION II",,22,,9,,Instru4c1to%r,,prepa3r.e3d8,,"or4",,3.11,,3.88,,3.78,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Curtis,Jennifer - ENGL-1302-34: RHETORIC AND COMPOSITION II",,19,,8,,42%,,4.25,,4,,3.88,,4.38,,4.13,
"","Curtis,Mary - EDUC-4343-1: SECONDARY SOCIAL STUDIES",,18,,9,,50%,,4.78,,4.78,,4.89,,5,,4.67,
"","Curtis,Mary - EDUC-5305-1: TCHNG & LRNG FOR 21ST CENTURY",,10,,4,,40%,,4,,4,,4,,4,,4,
"","Curtis,Mary - EDUC-5310-1: DIVERSE POPUL TODAYS SCHOOLS",,6,,5,,83%,,4.2,,4,,3.8,,4,,3.4,
"","Czajkowski,Rafal - ECON-3303-6: MONEY & BANKING",,6,,1,,17%,,4,,4,,4,,5,,4,
"","Czajkowski,Rafal - ECON-3303-6: MONEY & BANKING",,60,,21,,35%,,4.48,,4.38,,4.57,,4.57,,4.57,
"","Czajkowski,Rafal - ECON-3303-9: MONEY & BANKING",,41,,21,,51%,,4.62,,4.62,,4.62,,4.67,,4.45,
"","Dachroeden,Lori - NURS-4462-714: POP & COMMUNITY HEALTHNURSING",,9,,2,,22%,,5,,5,,5,,5,,5,
"","Dailey,Jennifer - NURS-5354-2: ADULT GERONTOLOGY ACUTEPRAC 1",,6,,5,,"nrollment83%",,"Count4.6",,4.6,,4.6,,4.6,,4.6,
"","Dakarapu,Udaya Sree - CHEM-1400-1: INTRO CHEMICALPRINCIPLES",,67,,22,,"esponde33%",,"Count4.76",,4.86,,4.81,,4.81,,4.81,
"","Dakarapu,Udaya Sree - CHEM-1400-101: INTRO CHEMICALPRINCIPLES",,67,,17,,25%,,4.71,,4.76,,4.65,,4.71,,4.65,
"","Dalio,Brian - CSE-3302-2: PROGRAMMING LANGUAGES",,41,,12,,29%,,3.83,,4.08,,3.33,,3.5,,3.33,
"","Dalio,Brian - CSE-4303-1: COMPUTER GRAPHICS",,38,,12,,32%,,3.83,,3.75,,3.5,,3.58,,3.25,
"","Dalio,Brian - CSE-4303-2: COMPUTER GRAPHICS",,43,,13,,Instru3c0to%r,,clearl4y. 38,,4.38,,3.85,,4.15,,3.85,
"","Dalio,Brian - CSE-4303-900: COMPUTER GRAPHICS",,2,,1,,efined5/0e%x,,"lained4",,1,,3,,1,,1,
"","Dalio,Brian - CSE-4305-1: COMPILERS ALGORITHMIC LANG",,27,,9,,bjecti3v3e%s,,xpec3ta.4t4i,,"ns3.22",,3.67,,3.67,,3.56,
"","Dalio,Brian - CSE-5317-1: DSGN & CONSTRUC OF COMPILERS",,17,,10,,59%,,3.9,,4.1,,3.6,,3.6,,3.6,
"","Dalio,Brian - CSE-5365-2: COMPUTER GRAPHICS",,3,,1,,33%,,4,,5,,5,,4,,5,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Damani,Ankita - FINA-3317-1: FINANCIAL INSTIT & MARKETS",,107,,75,,70%,,4.12,,4.32,,4.16,,4.15,,4.38,
"","Damani,Ankita - UNIV-BU-1131-12: STUDENT SUCCESS",,32,,5,,16%,,4.2,,4.4,,4.4,,4,,4.4,
"","Dammers,Marsha - NURS-4441-906: NURSING: CHILDBEARINGFAMILY",,8,,2,,25%,,4.5,,4.5,,4,,4.5,,5,
"","Dancer,Susan - NURS-5660-471: FAMILY NP ADVANCEDPRACTICUM",,10,,2,,20%,,5,,5,,5,,5,,5,
"","Dancila,Dragos - MAE-1106-1: INTRO TO AEROSPACEENGINEERING",,16,,4,,25%,,5,,5,,5,,5,,5,
"","Dancila,Dragos - MAE-1106-2: INTRO TO AEROSPACEENGINEERING",,16,,4,,25%,,4.75,,4,,4.25,,4.25,,4,
"","Dancila,Dragos - MAE-1106-3: INTRO TO AEROSPACEENGINEERING",,17,,12,,71%,,4.5,,4.67,,4.67,,4.42,,4.42,
"","Dancila,Dragos - MAE-1106-4: INTRO TO AEROSPACEENGINEERING",,19,,8,,"nrollment42%",,"Count3.83",,3.67,,3.67,,3.5,,3.5,
"","Dancila,Dragos - MAE-1106-5: INTRO TO AEROSPACEENGINEERING",,16,,6,,"esponde38%",,"Count4.33",,4.67,,4.67,,4.17,,4.5,
"","Dancila,Dragos - MAE-1106-6: INTRO TO AEROSPACEENGINEERING",,12,,5,,42%,,4.6,,4.6,,4.6,,4,,4.4,
"","Dancila,Dragos - MAE-1106-7: INTRO TO AEROSPACEENGINEERING",,16,,6,,38%,,4.5,,4.5,,4.5,,4.33,,4.33,
"","Dancila,Dragos - MAE-3181-1: MATERIALS & STRUCTURES LAB",,14,,8,,"Instructorefined5/7e%x",,"clearlylaine4d. 38",,4.38,,4.38,,4.25,,3.63,
"","Dancila,Dragos - MAE-3181-2: MATERIALS & STRUCTURES LAB",,10,,4,,"bjectives40%",,"xpectati4.5",,"ns4",,3.25,,4.25,,3.75,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Dancila,Dragos - MAE-3181-3: MATERIALS & STRUCTURES LAB",,6,,1,,17%,,5,,5,,5,,5,,5,
"","Dancila,Dragos - MAE-3181-3: MATERIALS & STRUCTURES LAB",,10,,2,,20%,,3.5,,3,,3.5,,3,,3,
"","Dancila,Dragos - MAE-3181-4: MATERIALS & STRUCTURES LAB",,10,,1,,10%,,5,,5,,5,,4,,5,
"","Dancila,Dragos - MAE-3181-5: MATERIALS & STRUCTURES LAB",,14,,6,,43%,,3.67,,3.67,,2.83,,3,,3.33,
"","Dancila,Dragos - MAE-3181-6: MATERIALS & STRUCTURES LAB",,14,,6,,43%,,4.5,,4.67,,4.5,,4.5,,4.5,
"","Dancila,Dragos - MAE-3181-7: MATERIALS & STRUCTURES LAB",,1,,1,,100%,,4,,4,,4,,4,,1,
"","Dancila,Dragos - MAE-3181-7: MATERIALS & STRUCTURES LAB",,15,,7,,"nrollment47%",,"Count4.14",,4,,4.14,,4.14,,3.86,
"","Dancila,Dragos - MAE-3181-8: MATERIALS & STRUCTURES LAB",,10,,4,,"esponde40%",,"Count4.75",,5,,4.75,,5,,4.75,
"","Dang,Bang - ARCH-5594-1: DESIGN STUDIO IV",,12,,6,,50%,,4.67,,4.33,,4.33,,4.67,,4.67,
"","Dang,Uyen - CHEM-1465-102: CHEMISTRY FOR ENGINEERS",,19,,15,,79%,,4.33,,4.6,,4.33,,4.2,,4.71,
"","Dang,Uyen - CHEM-1465-105: CHEMISTRY FOR ENGINEERS",,19,,17,,89%,,4.47,,4.53,,4.29,,4.24,,4.59,
"","Dang,Uyen - CHEM-1465-114: CHEMISTRY FOR ENGINEERS",,18,,14,,78%,,4.43,,4.57,,4.43,,4.36,,4.36,
"","Dange,Atharva - PHYS-1442-5: GENERAL COLLEGE PHYSICS II",,37,,9,,Instru2c4to%r,,clearl4y. 33,,4.56,,4.33,,4.11,,4.44,
"","Dange,Atharva - PHYS-1442-7: GENERAL COLLEGE PHYSICS II",,17,,7,,efined4/1e%x,,laine4d. 57,,4.57,,4.57,,4.57,,4.57,
"","Dange,Atharva - PHYS-1444-14: GENERAL TECHNICAL PHYSICS II",,35,,12,,"bjectives34%",,"xpectati4.67",,"ns4.5",,4.42,,4.17,,4.5,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Danladi,Fahad - CHEM-1465-103: CHEMISTRY FOR ENGINEERS",,18,,14,,78%,,3.79,,3.93,,3.57,,3.57,,3.36,
"","Danladi,Fahad - CHEM-1465-109: CHEMISTRY FOR ENGINEERS",,14,,11,,79%,,4.55,,4.64,,4.27,,4.55,,4.45,
"","Das,Sarobi - BIOL-2444-15: GENERAL MICROBIOLOGY",,21,,9,,43%,,2.89,,3,,2.78,,3.11,,3.56,
"","Das,Sarobi - BIOL-2444-4: GENERAL MICROBIOLOGY",,23,,8,,35%,,3.5,,3.75,,3,,4,,3.75,
"","Dash,Ranjan - CSE-5330-2: DATABASE SYSTEMS",,45,,24,,53%,,3.13,,3.29,,3,,3.29,,2.67,
"","Datta,Sajib - CSE-1320-2: INTERMEDIATE PROGRAMMING",,53,,16,,30%,,4.06,,4,,3.88,,4.13,,4,
"","Datta,Sajib - CSE-5347-1: FUND BLOCKCHAIN CRYPTOCURRENCY",,37,,21,,57%,,3.81,,3.76,,3.67,,3.62,,3.67,
"","Datta,Sajib - INSY-4305-1: ADV APPLICATION DEVELOPMENT",,56,,20,,36%,,4.15,,4.2,,3.85,,4.1,,3.85,
"","Datta,Sajib - INSY-4305-2: ADV APPLICATION DEVELOPMENT",,48,,11,,23%,,3.91,,4,,3.73,,4.09,,3.73,
"","Datta,Sajib - INSY-4305-3: ADV APPLICATION DEVELOPMENT",,55,,20,,nrollm3e6n%t,,"Count4",,4.15,,3.8,,4.1,,3.95,
"","Datta,Sajib - INSY-4306-1: ADVANCED SYSTEMS DEVELOPMENT",,64,,26,,41%,,3.46,,3.88,,3.4,,4.31,,4,
"","Davachi,Niyousha - PHYS-1444-5: GENERAL TECHNICAL PHYSICSII",,28,,9,,32%,,4.78,,4.89,,4.67,,4.56,,4.56,
"","Dave,Digant - BE-2315-7: INTRO TO COMP TOOLS FOR BE",,29,,7,,24%,,3.14,,3.29,,2.86,,3.57,,3.43,
"","Dave,Digant - BE-3317-7: LINEAR SYSTEMS BIOENGINEERING",,25,,13,,52%,,2.92,,2.77,,2.46,,3.31,,2.62,
"","Dave,Digant - UNIV-EN-1131-13: STUDENT SUCCESS",,33,,12,,36%,,4.08,,4,,3.75,,3.92,,3.92,
"","Davidson,Janet - ELED-5315-2: CLINICAL TEACHING",,5,,3,,Instru6c0to%r,,clearl4y. 33,,4.33,,4.33,,4.67,,4.67,
"","Davidson,Janet - ELED-5315-3: CLINICAL TEACHING",,5,,3,,efined6/0e%x,,laine4d. 33,,4.33,,4.33,,4.67,,4.67,
"","Davidson,Paul - AE-5315-1: FUNDAMENTALS OF COMPOSITES",,2,,1,,bjecti5v0e%s,,xpectat5i,,"ns5",,5,,5,,5,
